CallSign,StationLat,StationLon,Service,RFChannel,LicenseExpirationDate,StatusDate,Status,CommunityCity,CommunityState,FacilityType,Frequency,ActiveInd,PartyName,PartyAddress1,PartyAddress2,PartyCity,PartyZip1,PartyState,PartyPhone
KXGN,47.094444,-104.713889,AM Station,,04/01/2029,,LICENSED,GLENDIVE,MT,,1400,Y,GLENDIVE BROADCASTING CORP.,210 SOUTH DOUGLAS,,GLENDIVE,59330,MT,4063773377
KXO,32.806667,-115.545556,AM Station,,12/01/2029,,LICENSED,EL CENTRO,CA,,1230,Y,"KXO, INC.",420 MAIN STREET,,EL CENTRO,92243,CA,(760)352-1230
KXOI,31.4775,-102.34,AM Station,,08/01/2021,09/30/2021,LICENSED,CRANE,TX,,810,Y,"Hispanic Family Christian Network, Inc.",8330 Lyndon B. Johnson Fwy.,Suite B310,Dallas,75243,TX,4694345600
KXOR,44.21,-123.182222,AM Station,,02/01/2030,05/26/2011,LICENSED,JUNCTION CITY,OR,,660,Y,"IGLESIA DE CRISTO MINISTERIO LLAMADA FINAL, INC.",12145 WOODRUFF AVE.,,DOWNEY,90241,CA,5622314660
KXOX,32.487778,-100.391944,AM Station,,08/01/2029,12/03/2007,LICENSED,SWEETWATER,TX,,1240,Y,"STEIN BROADCASTING CO., INC.",P. O. BOX 570,(1801 HOYT ST.),SWEETWATER,79556,TX,(325)236-6655
WKXO,37.586667,-84.301111,AM Station,,08/01/2028,,LICENSED,BEREA,KY,,1500,Y,"WALLINGFORD COMMUNICATIONS, LLC",120 BIG HILL AVE.,,RICHMOND,40475,KY,(000)000-0000
WITK,41.346111,-75.785,AM Station,,08/01/2030,,LICENSED,PITTSTON,PA,,1550,Y,"STEEL CITY RADIO, INC.",7924 LASLEY FOREST ROAD,,LEWISVILLE,27023,NC,3369460197
WTZA,33.698611,-84.289722,AM Station,,04/01/2028,04/20/2022,LICENSED,ATLANTA,GA,,1010,Y,"RADIO SPICE, LLC",26461 S. E. 104th Avenue,,Kent,98030,WA,2064971250
KYMN,44.486667,-93.105556,AM Station,,04/01/2029,,LICENSED,NORTHFIELD,MN,,1080,Y,"NORTHFIELD MEDIA, INC.",106 SOUTH SPRING STREET,,NORTHFIELD,55057,MN,(507)663-1075
KFTK,,,AM Station,,12/01/2012,,LICENSED,EAST ST. LOUIS,IL,,1490,N,"ENTERTAINMENT MEDIA TRUST, DENNIS J. WATKINS, TRUSTEE",6500 WEST MAIN STREET,SUITE 315,BELLEVILLE,62223,IL,(618)394-9965
KXEL,42.179722,-92.310556,AM Station,,02/01/2029,,LICENSED,WATERLOO,IA,,1540,Y,"NRG LICENSE SUB, LLC",2875 MT. VERNON ROAD SE,,CEDAR RAPIDS,52403,IA,3192001900
WLIP,42.552778,-87.893889,AM Station,,12/01/2028,,LICENSED,KENOSHA,WI,,1050,Y,Alpha Media Licensee LLC,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,5035176200
WCGC,35.251389,-81.057222,AM Station,,12/01/2027,07/23/2021,LICENSED,BELMONT,NC,,1270,Y,CAROLINA CATHOLIC RADIO NETWORK,460 SUMMIT AVENUE,,STATESVILLE,28677,NC,7048800260
WISK,33.953056,-83.970833,AM Station,,04/01/2028,,LICENSED,LAWRENCEVILLE,GA,,990,Y,"SUMTER BROADCASTING CO., INC.",P. O. BOX 727,,AMERICUS,31709,GA,
KSYC,41.724444,-122.65,AM Station,,12/01/2029,,LICENSED AND SILENT,YREKA,CA,,1490,Y,SOUTHERN OREGON UNIVERSITY,1250 SISKIYOU BLVD,,ASHLAND,97520,OR,5415526301
WCKA,33.849444,-85.762778,AM Station,,04/01/2028,,LICENSED,JACKSONVILLE,AL,,810,Y,"ALABAMA 810, LLC",P.O. BOX 8,,ANNISTON,36202,AL,7705741060
KOGO,32.721111,-117.069444,AM Station,,12/01/2029,,LICENSED,SAN DIEGO,CA,,600,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KNMM,35.132222,-106.621667,AM Station,,10/01/2029,05/30/2017,LICENSED,ALBUQUERQUE,NM,,1150,Y,"SANGRE DE CRISTO BROADCASTING CO., INC.",304 SOUTH GRAND AVE.,,LAS VEGAS,87701,NM,(505)425-5669
WHLN,36.849722,-83.394722,AM Station,,08/01/2028,,LICENSED,HARLAN,KY,,1410,Y,"EASTERN BROADCASTING COMPANY, INC.",P.O. BOX 818,,HARLAN,40831,KY,6065731470
KOFA,32.689444,-114.5,AM Station,,10/01/2029,12/06/2002,LICENSED,YUMA,AZ,,1320,Y,ARIZONA WESTERN COLLEGE,PO BOX 929,,YUMA,85364,AZ,
WBSR,30.428889,-87.240833,AM Station,,02/01/2028,,LICENSED,PENSACOLA,FL,,1450,Y,"MIRACLE RADIO, INC.",3801 N. PACE BLVD,,PENSACOLA,32505,FL,3019084165
KRZR,36.353889,-119.283889,AM Station,,12/01/2029,,LICENSED,VISALIA,CA,,1400,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KEZM,30.224167,-93.378889,AM Station,,06/01/2028,08/27/2020,LICENSED AND SILENT,SULPHUR,LA,,1310,N,"MERCHANT BROADCASTING, INC.",4200 MAPLEWOOD DR. #117,,SULPHUR,70663,LA,(337)513-6907
WWCD,40.061667,-82.944722,AM Station,,10/01/2028,04/28/2007,LICENSED,COLUMBUS,OH,,1580,Y,"ICS COMMUNICATIONS, INC.",P.O. BOX 102,,POWELL,43065,OH,(614)325-9119
WKTY,43.740278,-91.205833,AM Station,,12/01/2028,11/03/1999,LICENSED,LA CROSSE,WI,,580,Y,"FAMILY RADIO, INC.",201 STATE STREET,,LA CROSSE,54601,WI,(608)782-1230
WPHE,40.135556,-75.560278,AM Station,,08/01/2030,,LICENSED,PHOENIXVILLE,PA,,690,Y,Salvation Broadcasting Co.,P.O. Box 46325,,Philadelphia,19160,PA,2152917532
KSTN,37.925556,-121.245556,AM Station,,12/01/2029,01/20/2012,LICENSED,STOCKTON,CA,,1420,Y,"KSTN, LLC",,,STOCKTON,95213,CA,2099485786
KLAT,29.896389,-95.290278,AM Station,,08/01/2029,,LICENSED,HOUSTON,TX,,1010,Y,"Latino Media Network, LLC",1300 N. 17th Street,Suite 1100,Arlington,22209,VA,7038120480
WICK,41.418056,-75.661944,AM Station,,08/01/2030,08/25/2005,LICENSED,SCRANTON,PA,,1400,Y,"BOLD GOLD MEDIA WBS, L.P.",C/O VINCE BENEDETTO,575 GROVE ST.,HONESDALE,18431,PA,5702531616
KJOX,46.221667,-119.186111,AM Station,,02/01/2030,12/01/2014,LICENSED,KENNEWICK,WA,,1340,Y,"SMG - TRI-CITIES, LLC",2448 E. 81ST STREET,SUITE 5500,TULSA,74137,OK,9184922660
KONA,46.173056,-119.068611,AM Station,,02/01/2030,,LICENSED,KENNEWICK-RICHLAND-PASCO,WA,,610,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900
WARV,41.727778,-71.462778,AM Station,,04/01/2030,,LICENSED,WARWICK,RI,,1590,Y,"BLOUNT COMMUNICATIONS, INC.",8 LAWRENCE RD,,DERRY,3038,NH,(603)437-9337
WBCE,36.981667,-89.0775,AM Station,,08/01/2028,,LICENSED,WICKLIFFE,KY,,1200,Y,Wendell Gray,POST OFFICE BOX 491,,BARDWELL,42023,KY,2702100542
WBGA,31.161667,-81.474444,AM Station,,04/01/2028,,LICENSED,BRUNSWICK,GA,,1490,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WBWX,41.076667,-76.258889,AM Station,,08/01/2030,04/09/2007,LICENSED,BERWICK,PA,,1280,Y,"Southern Belle, LLC",115 WEST MAIN STREET,,Frankfort,40601,KY,5028751130
WCME,43.911389,-70.024722,AM Station,,04/01/2030,10/17/2012,LICENSED,BRUNSWICK,ME,,900,Y,James Bleikamp,"14 Maine Street, Suite 105",,Brunswick,4011,ME,2077989094
WCTC,40.492222,-74.419722,AM Station,,06/01/2022,,LICENSED,NEW BRUNSWICK,NJ,,1450,Y,"BEASLEY MEDIA GROUP LICENSES, LLC",3033 RIVIERA DRIVE,SUITE 200,NAPLES,34103,FL,(239)263-5000
WGIG,31.168611,-81.537222,AM Station,,04/01/2028,,LICENSED,BRUNSWICK,GA,,1440,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WSFN,31.144444,-81.582222,AM Station,,04/01/2028,,LICENSED,BRUNSWICK,GA,,790,Y,SOUTHERN MEDIA INTERACTIVE LLC,P.O. BOX 876,,FITZGERALD,31750,GA,2294250917
WTBQ,41.280833,-74.362778,AM Station,,06/01/2022,,LICENSED,WARWICK,NY,,1110,Y,FRANK R. TRUATT,46 OLD MIDDLETOWN ROAD,,ROCKAWAY,7866,NJ,
WTRI,39.311389,-77.607222,AM Station,,10/01/2027,04/08/2015,LICENSED,BRUNSWICK,MD,,1520,Y,1520 RADIO ASIA LLC,76 NATIONAL RD.,,EDISON,8817,NJ,7322872404
WWRI,41.693889,-71.523889,AM Station,,04/01/2030,01/17/2001,LICENSED,WEST WARWICK,RI,,1450,Y,"DiPonti Communications, LLC",820 Tioque Ave.,,Coventry,2816,RI,4013229091
WJKY,37.025278,-85.073056,AM Station,,08/01/2028,,LICENSED,JAMESTOWN,KY,,1060,Y,"LAKE CUMBERLAND BROADCASTERS, LLC",P.O. BOX 985,,JAMESTOWN,42629,KY,2703435588
KIYU,,,AM Station,,02/01/2022,05/12/2016,LICENSED,GALENA,AK,,910,N,BIG RIVER PUBLIC BROADCASTING CORP.,PO BOX 165,,GALENA,99741,AK,
WPCN,44.538056,-89.595278,AM Station,,12/01/2028,,LICENSED,STEVENS POINT,WI,,1010,Y,"MUZZY BROADCAST GROUP, LLC",500 DIVISION ST.,,STEVENS POINT,54881,WI,7153419800
WWNC,35.596944,-82.606667,AM Station,,12/01/2027,,LICENSED,ASHEVILLE,NC,,570,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KODL,45.62,-121.099722,AM Station,,02/01/2030,,LICENSED,THE DALLES,OR,,1440,Y,"LARSON-WYNN, INC.",620 E. 3RD STREET,P.O. BOX 1488,THE DALLES,97058,OR,(541)296-2101
WSNO,44.194444,-72.514444,AM Station,,04/01/2030,,LICENSED,BARRE,VT,,1450,Y,"GREAT EASTERN RADIO, LLC",35 SOUTH MAIN STREET,SUITE 300,HANOVER,3755,NH,6036434007
WMPM,35.525833,-78.333611,AM Station,,12/01/2027,09/07/2019,LICENSED,SMITHFIELD,NC,,1270,Y,"JOHNSON BROADCAST VENTURES, LTD.",C/O 200 SOUTH CHUCH STREET,,WOODSTOCK,22664,VA,5404597646
WWBG,36.150278,-79.913333,AM Station,,12/01/2027,01/04/2021,LICENSED,GREENSBORO,NC,,1470,Y,"Twin City Broadcasting Company, LLC",704 N. Trade St.,,WINSTON-SALEM,27101,NC,3369719477
WIEZ,34.587222,-86.986944,AM Station,,04/01/2028,11/06/2009,LICENSED,DECATUR,AL,,1490,Y,"MKRADIO1, LLC",169 CHELSEA STATION DRIVE,,CHELSEA,35043,AL,2056379600
WLPO,41.303889,-89.095556,AM Station,,12/01/2028,,LICENSED,LASALLE,IL,,1220,Y,"STARVED ROCK MEDIA, INC.",1 Broadcast Lane,,Oglesby,61348,IL,8152233100
KPTY,42.466944,-92.266389,AM Station,,02/01/2029,,LICENSED,WATERLOO,IA,,1330,Y,"NRG LICENSE SUB, LLC",2875 MT. VERNON ROAD SE,,CEDAR RAPIDS,52403,IA,3192001900
WAMT,28.466667,-81.374722,AM Station,,02/01/2028,,LICENSED,PINE CASTLE SKY LAKE,FL,,1190,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,Shenandoah,51601,IA,7122465151
WDLB,44.696944,-90.155556,AM Station,,12/01/2028,,LICENSED,MARSHFIELD,WI,,1450,Y,"Central Wisconsin Broadcasting, Inc.",P.O. Box 387,,Neillsville,54456,WI,0
WLOU,38.231111,-85.822778,AM Station,,08/01/2028,,LICENSED,LOUISVILLE,KY,,1350,Y,"NEW ALBANY BROADCASTING CO., INC.",220 POTTERS LANE,,CLARKSVILLE,47129,IN,5025842400
WLBR,40.359722,-76.458333,AM Station,,08/01/2030,,LICENSED,LEBANON,PA,,1270,Y,"Southern Belle Media Family, LLC",115 West Main St,,Frankfort,40601,KY,5028751130
WGML,,,AM Station,,04/01/2020,01/31/2007,LICENSED,HINESVILLE,GA,,990,N,"POWERHOUSE OF DELIVERANCE CHURCH, INC.",(308 ROLLAND STREET),P.O. BOX 615,HINESVILLE,31310,GA,(912)368-3210
KBOV,37.345556,-118.395278,AM Station,,12/01/2029,,LICENSED,BISHOP,CA,,1230,Y,"GREAT COUNTRY BROADCASTING, INC.",P. O. BOX 757,,BISHOP,93515,CA,
WTOS,44.780833,-68.747778,AM Station,,04/01/2030,03/01/2016,LICENSED,BANGOR,ME,,910,Y,"Blueberry Broadcasting, LLC",,,Kennebunkport,4046,ME,2079678094
WDUR,35.967778,-78.888056,AM Station,,12/01/2027,07/09/2014,LICENSED,DURHAM,NC,,1490,Y,AROHI MEDIA LLC,110 OLYMPIA LN,,COPPELL,75019,TX,2482198851
WBCE,36.981667,-89.0775,AM Station,,08/01/2028,,LICENSED,WICKLIFFE,KY,,1200,Y,Wendell Gray,POST OFFICE BOX 491,,BARDWELL,42023,KY,2702100542
KRAI,40.545833,-107.531111,AM Station,,04/01/2029,,LICENSED,CRAIG,CO,,550,Y,"BLIZZARD BROADCASTING, LLC",1655 COPPER RIDGE CT.,,STEAMBOAT SPRINGS,80487,CO,9708797909
KFSW,35.274722,-94.459722,AM Station,,06/01/2028,02/10/2013,LICENSED,FT. SMITH,AR,,1650,Y,G2 MEDIA GROUP LLC,P.O BOX 428,,SALLISAW,74955,OK,9187751008
WTRB,35.729444,-89.5425,AM Station,,08/01/2028,,LICENSED,RIPLEY,TN,,1570,Y,"WTRB, INC.",C/O PALMER JOHNSON,PO BOX 832,KENNETT,63857,MO,(573)344-0014
KJFA,35.008611,-106.714444,AM Station,,10/01/2029,06/25/2013,LICENSED,BELEN,NM,,840,Y,"AGM NEVADA, LLC",PO BOX 2700,,BAKERSFIELD,93303,CA,(661)328-0118
WEST,40.673056,-75.208333,AM Station,,08/01/2030,,LICENSED,EASTON,PA,,1400,Y,Major Keystone LLC,435 N. Main Street,,Allentown,18104,PA,8145040349
KALI,34.03,-117.726389,AM Station,,12/01/2029,,LICENSED,WEST COVINA,CA,,900,Y,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC",27 WILLIAM STREET,11TH FLOOR,NEW YORK,10005,NY,2124312300
KFNW,46.720556,-97.029444,AM Station,,04/01/2029,,LICENSED,WEST FARGO,ND,,1200,Y,UNIVERSITY OF NORTHWESTERN-ST. PAUL,3003 SNELLING AVE N,,SAINT PAUL,55113,MN,6516315000
KGHM,35.499444,-97.509167,AM Station,,06/01/2029,,LICENSED,MIDWEST CITY,OK,,1340,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,,TULSA,74136,OK,9186644581
KIFM,38.636389,-121.5525,AM Station,,12/01/2029,,LICENSED,WEST SACRAMENTO,CA,,1320,Y,"AUDACY LICENSE, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,6106605610
KLLB,,,AM Station,,10/01/2021,05/02/2017,LICENSED AND SILENT,WEST JORDAN,UT,,1510,N,"UNITED SECURITY FINANCIAL, INC.",868 EAST 5900 SOUTH,,SALT LAKE CITY,84107,UT,8012622600
KMBS,32.483889,-92.152778,AM Station,,06/01/2028,,LICENSED,WEST MONROE,LA,,1310,Y,RED BEAR BROADCASTING CORPORATION,P.O. BOX 180254,C/O CHUCK REDDEN,TALLAHASSEE,32318,FL,
KMRI,40.721111,-112.041389,AM Station,,04/21/2023,05/18/2022,LICENSED AND SILENT,WEST VALLEY CITY,UT,,1550,Y,Barry Wood dba KRGO LLC,3300 Fairfax Drive,Suite 202,Arlington,22201,VA,7034652361
KQPN,35.246111,-90.146944,AM Station,,06/01/2028,09/24/1999,LICENSED,WEST MEMPHIS,AR,,730,Y,"KQPN, INC.",2730 LOUMOR AVE.,,METAIRIE,70001,LA,5048316941
KQWB,46.975833,-96.583889,AM Station,,04/01/2029,07/27/2001,LICENSED,WEST FARGO,ND,,1660,Y,"RADIO FARGO-MOORHEAD, INC.",PO BOX 9439,,FARGO,58106,ND,(701)277-4200
KSMH,38.588056,-121.468056,AM Station,,12/01/2021,10/17/2001,LICENSED,WEST SACRAMENTO,CA,,1620,Y,"RELEVANT RADIO, INC.",1496 BELLEVUE STREET,SUITE 202,GREEN BAY,54307,WI,(920)884-1460
KTIC,41.784167,-96.679444,AM Station,,06/01/2029,,LICENSED,WEST POINT,NE,,840,Y,NEBRASKA RURAL RADIO ASSOCIATION,P.O. BOX 880,,LEXINGTON,68850,NE,3083242371
KTLV,35.397222,-97.451111,AM Station,,06/01/2029,,LICENSED,MIDWEST CITY,OK,,1220,Y,"FIRST CHOICE BROADCASTING, INC.",1325 S.W. 107TH PL.,,OKLAHOMA CITY,73170,OK,
KTXZ,30.360556,-97.653056,AM Station,,08/01/2021,11/18/2013,LICENSED,WEST LAKE HILLS,TX,,1560,Y,"ENCINO BROADCASTING, LLC",9434 PARKFIELD DRIVE,,AUSTIN,78758,TX,(512)789-3265
KWPM,36.741111,-91.833611,AM Station,,02/01/2029,,LICENSED,WEST PLAINS,MO,,1450,Y,"MISSOURI OZARKS RADIO NETWORK, INC.",983 US HWY 160 EAST,,WEST PLAINS,65775,MO,
KWYS,44.648889,-111.097222,AM Station,,04/01/2029,05/20/2003,LICENSED,WEST YELLOWSTONE,MT,,920,Y,"RADIO WEST, LLC",,,WEST YELLOWSTONE,59758,MT,4066467362
WBAA,40.341389,-86.883611,AM Station,,08/01/2028,07/20/2006,LICENSED,WEST LAFAYETTE,IN,,920,Y,"Metropolitan Indianapolis Public Media, Inc.",1630 North Meridian Street,,Indianapolis,46202,IN,3176362020
WBAS,41.635278,-70.235,AM Station,,04/01/2030,01/24/2021,LICENSED,WEST YARMOUTH,MA,,1240,Y,"Bob Bittner Broadcasting, Inc.",,,Bath,4530,ME,2074436671
WBLQ,41.365833,-71.836389,AM Station,,04/01/2030,01/24/2000,LICENSED,WESTERLY,RI,,1230,Y,Christopher DiPaola,39 Canal St.,,Westerly,2891,RI,4013229091
WCHE,39.966111,-75.631944,AM Station,,08/01/2030,,LICENSED,WEST CHESTER,PA,,1520,Y,"Chester County Radio, Inc.",105 West Gay Street,,West Chester,19302,PA,6106923131
WFRX,37.884444,-88.928889,AM Station,,12/01/2028,,LICENSED,WEST FRANKFORT,IL,,1300,Y,"WITHERS BROADCASTING OF SOUTHERN ILLINOIS, LLC",POST OFFICE BOX 1508,,MOUNT VERNON,62864,IL,(618)242-3500
WFTL,26.541667,-80.741667,AM Station,,02/01/2028,,LICENSED,WEST PALM BEACH,FL,,850,Y,"WPB FCC LICENSE SUB, LLC","3415 UNIVERSITY AVENUE, WEST",,ST. PAUL,55114,MN,(651)642-4334
WIBD,43.370556,-88.166111,AM Station,,12/01/2028,,LICENSED,WEST BEND,WI,,1470,Y,"MAGNUM COMMUNICATIONS, INC.",P.O. BOX 118,,WEST BEND,53095,WI,6087422544
WJNO,26.763889,-80.204722,AM Station,,02/01/2028,04/10/2001,LICENSED,WEST PALM BEACH,FL,,1290,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,,TULSA,74136,OK,9186644581
WJTI,43.008889,-88.035,AM Station,,12/01/2028,08/04/2007,LICENSED,WEST ALLIS,WI,,1460,Y,"EL SOL BROADCASTING, LLC",1530 NORTH CASS STREET,SUITE A,MILWAUKEE,53202,WI,4148999902
WKIZ,,,AM Station,,02/01/2020,10/25/2018,LICENSED AND SILENT,KEY WEST,FL,,1500,N,ALMAVISION OF MIAMI,1881 NE 146 STREET,,MIAMI,33181,FL,(305)947-8979
WKSK,36.410833,-81.496111,AM Station,,12/01/2027,01/16/2002,LICENSED,WEST JEFFERSON,NC,,580,Y,"CADDELL BROADCASTING, INC.",PO BOX 729,(240 RADIO RD),WEST JEFFERSON,28694,NC,(336)246-6001
WKWF,,,AM Station,,02/01/2028,03/05/2021,LICENSED,KEY WEST,FL,,1600,Y,"SPOTTSWOOD PARTNERS II, LTD.",500 FLEMING ROAD,,KEY WEST,33010,FL,
WLKS,,,AM Station,,08/01/2020,,LICENSED,WEST LIBERTY,KY,,1450,N,"MORGAN COUNTY INDUSTRIES, INC.",129 COLLEGE ST,,WEST LIBERTY,41472,KY,
WNNZ,42.179444,-72.751389,AM Station,,04/01/2030,,LICENSED,WESTFIELD,MA,,640,Y,"NEW ENGLAND PUBLIC MEDIA, INC.",1525 MAIN STREET,,SPRINGFIELD,1103,MA,4137356600
WNWW,41.796667,-72.797222,AM Station,,04/01/2030,,LICENSED,WEST HARTFORD,CT,,1290,Y,UNIVERSITY OF NORTHWESTERN-ST.PAUL,3003 SNELLING AVENUE NORTH,,SAINT PAUL,55113,MN,6516315000
WODS,40.940556,-76.001944,AM Station,,08/01/2030,,LICENSED,WEST HAZLETON,PA,,1300,Y,"Audacy License, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,6106605610
WPCH,32.896667,-85.156667,AM Station,,04/01/2028,,LICENSED,WEST POINT,GA,,1310,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WRED,43.680556,-70.379722,AM Station,,04/01/2030,07/21/2021,LICENSED,WESTBROOK,ME,,1440,Y,"ATLANTIC COAST RADIO, LLC",583 WARREN AVENUE,,PORTLAND,4103,ME,
WRLA,32.873889,-85.192222,AM Station,,04/01/2028,,LICENSED,WEST POINT,GA,,1490,Y,"TIGER COMMUNICATIONS, INC.",1695 EAST UNIVERSITY DRIVE,,AUBURN,36830,AL,(334)821-8624
WSHU,41.128889,-73.388889,AM Station,,04/01/2030,,LICENSED,WESTPORT,CT,ED,1260,Y,"SACRED HEART UNIVERSITY, INC.",5151 PARK AVE,,FAIRFIELD,6825,CT,(203)371-7989
WSPR,42.098611,-72.629167,AM Station,,04/01/2030,,LICENSED,WEST SPRINGFIELD,MA,,1490,Y,RED WOLF BROADCASTING CORPORATION,758 COLONEL LEDYARD HIGHWAY,PO BOX 357,LEDYARD,6339,CT,8608834292
WTTR,39.577222,-77.022778,AM Station,,10/01/2027,,LICENSED,WESTMINSTER,MD,,1470,Y,"HILLTOP COMMUNICATIONS, LLC","510 LACOSTA CIRCLE, APARTMENT 104",,WESTMINSTER,21158,MD,4109770451
WWRI,41.693889,-71.523889,AM Station,,04/01/2030,01/17/2001,LICENSED,WEST WARWICK,RI,,1450,Y,"DiPonti Communications, LLC",820 Tioque Ave.,,Coventry,2816,RI,4013229091
WHOG,33.613889,-85.855278,AM Station,,04/01/2028,,LICENSED,HOBSON CITY,AL,,1120,Y,HOBSON CITY BROADCASTING CO,1330 NOBLE ST. SUITE 25,,ANNISTON,36201,AL,
WYBT,30.454167,-85.042222,AM Station,,02/01/2028,,LICENSED,BLOUNTSTOWN,FL,,1000,Y,LA PROMESA FOUNDATION,1406 E. GARDEN LANE,,MIDLAND,79701,TX,4326821485
WLBN,37.598611,-85.246389,AM Station,,08/01/2028,,LICENSED,LEBANON,KY,,1590,Y,"Simply Cool Radio, LLC",,,Lebanon,40033,KY,6062603254
KGIM,45.486667,-98.497222,AM Station,,04/01/2029,,LICENSED,ABERDEEN,SD,,1420,Y,"PRAIRIE WINDS BROADCASTING, INC.",3304 SOUTH HIGHWAY 281,,ABERDEEN,57401,SD,6052293632
WXRF,17.953611,-66.114167,AM Station,,02/01/2028,04/23/2014,LICENSED,GUAYAMA,PR,,1590,Y,BLANCO-PI,155 SAN ANTONIO ST,URB FLORAL PARK,SAN JUAN,917,PR,7873132153
KLIX,42.551667,-114.3675,AM Station,,10/01/2029,,LICENSED,TWIN FALLS,ID,,1310,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900
WAKO,38.723056,-87.653611,AM Station,,12/01/2028,,LICENSED,LAWRENCEVILLE,IL,,910,Y,"DLC MEDIA, INC.",800 WEST NATIONAL HIGHWAY,,WASHINGTON,47501,IN,(812)617-0179
WLTQ,32.773333,-80.015556,AM Station,,12/01/2027,07/31/2018,LICENSED,CHARLESTON,SC,,730,Y,"MEDIATRIX SC, INC.",P.O. BOX 905,,GREER,29652,SC,8648778458
KTOK,35.358056,-97.463333,AM Station,,06/01/2029,,LICENSED,OKLAHOMA CITY,OK,,1000,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,,TULSA,74136,OK,9186644581
KKTS,42.881667,-106.286944,AM Station,,10/01/2029,10/02/2012,LICENSED,EVANSVILLE,WY,,1580,Y,"DOUGLAS BROADCASTING, INC.",247 RUSSELL AVENUE,,DOUGLAS,82633,WY,3073583636
WDEO,42.264722,-83.613056,AM Station,,10/01/2028,,LICENSED,YPSILANTI,MI,,990,Y,"Word Broadcasters, Inc",1 Ave Maria Drive,Suite C1580,Ann Arbor,48106,MI,7349303100
WELO,34.238056,-88.695278,AM Station,,06/01/2028,07/26/2000,LICENSED,TUPELO,MS,,580,Y,"JMD, INC.",P.O.BOX 2639,,GULFPORT,39503,MS,2288965500
WRPM,30.815278,-89.506667,AM Station,,06/01/2028,11/28/2009,LICENSED,POPLARVILLE,MS,,1170,Y,"JLE, Incorporated",,,Gulfport,39505,MS,2288965500
WMLR,35.522778,-87.544444,AM Station,,08/01/2028,,LICENSED,HOHENWALD,TN,,1230,Y,TWO BROTHERS BROADCASTING,184 SWITZERLAND ROAD,,HOHENWALD,38462,TN,(931)796-5966
KCTI,29.509722,-97.414167,AM Station,,08/01/2029,09/28/2016,LICENSED,GONZALES,TX,EDT,1450,Y,TEXAS PUBLIC RADIO,321 W Commerce St,,SAN ANTONIO,78205,TX,2106148977
WGDN,43.950833,-84.509444,AM Station,,10/01/2028,07/10/2002,LICENSED,GLADWIN,MI,,1350,Y,"APPLE BROADCASTING COMPANY, INC.",3601 W. WOODS RD,,GLADWIN,48624,MI,9894261031
WSDR,41.816389,-89.670278,AM Station,,12/01/2028,,LICENSED,STERLING,IL,,1240,Y,VIRDEN BROADCASTING CORP.,P.O. BOX 307,,BLUE GRASS,52726,IA,(563)381-3999
WEDO,40.364167,-79.812778,AM Station,,08/01/2030,06/30/2000,LICENSED,MCKEESPORT,PA,,810,Y,"Broadcast Communications, Inc.",,,Greensburg,15601,PA,7248537000
WMGE,32.804444,-83.604444,AM Station,,04/01/2028,02/10/2004,LICENSED,DRY BRANCH,GA,,1670,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WRSL,,,AM Station,,08/01/2020,04/19/2008,LICENSED,CORBIN,KY,,1600,N,"LINCOLN-GARRARD BROADCASTING CO., INC.",8718 W. PAULING ROAD,,MONEE,60449,IL,(708)560-3873
WMNZ,32.298056,-84.033889,AM Station,,04/01/2028,,LICENSED,MONTEZUMA,GA,,1050,Y,Buck Creek Music LLC,3668 Deer Creek Road,,Ellaville,31806,AL,2299420964
KPRK,45.6725,-110.539167,AM Station,,04/01/2029,06/15/2022,LICENSED AND SILENT,LIVINGSTON,MT,,1340,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610090
WDCX,43.231667,-77.866667,AM Station,,06/01/2022,,LICENSED,ROCHESTER,NY,,990,Y,"KIMTRON, INC.",P.O. BOX 3003,,BLUE BELL,19422,PA,
