CallSign,StationLat,StationLon,Service,RFChannel,LicenseExpirationDate,StatusDate,Status,CommunityCity,CommunityState,FacilityType,Frequency,ActiveInd,PartyName,PartyAddress1,PartyAddress2,PartyCity,PartyZip1,PartyState,PartyPhone,stationFormat,station_latitude,station_longitude
KFBC,41.121389,-104.839444,AM Station,,10/01/2029,,LICENSED,CHEYENNE,WY,,1240,Y,MONTGOMERY BROADCASTING L.L.C.,1806 CAPITOL AVENUE,,CHEYENNE,82001,WY,,Sports,41.121371,-104.839968
WFUZ,41.253611,-75.906944,AM Station,,08/01/2030,,LICENSED,WILKES-BARRE,PA,,1240,Y,"THE SCRANTON TIMES, L.P.",149 PENN AVENUE,,SCRANTON,18503,PA,,Classic Rock,41.253693,-75.906586
KBEC,32.445833,-96.804167,AM Station,,08/01/2029,,LICENSED,WAXAHACHIE,TX,,1390,Y,"FAYE AND RICHARD TUCK, INC.",711 FERRIS AVE.,,WAXAHACHIE,75165,TX,(972)923-1390,Classic Country,32.445973,-96.804442
KBEL,33.881667,-94.819444,AM Station,,06/01/2029,11/30/2007,LICENSED,IDABEL,OK,,1240,Y,"KBEL COMMUNICATIONS, LLC",2109 LOVEBIRD LANE,,IDABEL,74745,OK,5803068488,Country,33.881776,-94.819661
WCLT,40.033889,-82.402222,AM Station,,10/01/2028,,LICENSED,NEWARK,OH,,1430,Y,"WCLT RADIO, INC.",PO BOX 5150,,NEWARK,43058,OH,,Country,40.033954,-82.402097
KLTI,,,AM Station,,02/01/2029,08/02/1996,LICENSED,MACON,MO,,1560,Y,"CHIRILLO ELECTRONICS, INC.",P.O. BOX 219,,MOBERLY,65270,MO,(660)263-0307,Country,39.709478,-92.464074
WWYO,37.588889,-81.540278,AM Station,,10/01/2027,10/27/2020,LICENSED,PINEVILLE,WV,,970,Y,Zack Media South LLC,3038 Lansing Edmond Road,,Edmond,25837,WV,3046403058,Variety,37.589002,-81.540106
WBRN,43.663611,-85.481667,AM Station,,10/01/2028,,LICENSED,BIG RAPIDS,MI,,1460,Y,"MENTOR PARTNERS, INC.",18720 16 MILE ROAD,,BIG RAPIDS,49307,MI,2317967000,News/Talk,43.663634,-85.481711
KMCP,,,AM Station,,06/01/2029,,LICENSED,MCPHERSON,KS,,1540,Y,"Ad Astra per Aspera Broadcasting, Inc.",10 E. 5th Ave.,,Hutchinson,67501,KS,6206655758,Classic Hits,38.338619,-97.668377
KERN,35.571389,-119.323889,AM Station,,12/01/2029,,LICENSED,WASCO-GREENACRES,CA,,1180,Y,"AGM CALIFORNIA, INC.",ATTN:  L. ROGERS BRANDON,P.O. BOX 2700,BAKERSFIELD,93303,CA,6613280118,News/Talk,35.571346,-119.324834
WTRU,36.199444,-80.206944,AM Station,,12/01/2027,08/29/2000,LICENSED,KERNERSVILLE,NC,,830,Y,TRUTH BROADCASTING CORPORATION,"4405 PROVIDENCE LANE, SUITE D",,WINSTON-SALEM,27106,NC,(336)759-0363,Religious,36.199581,-80.206714
WTOE,35.906667,-82.105833,AM Station,,12/01/2027,,LICENSED,SPRUCE PINE,NC,,1470,Y,"MOUNTAIN VALLEY MEDIA, INC.",P.O. BOX 607,401 SAWMILL ROAD,BURNSVILLE,28714,NC,,Oldies,35.906788,-82.105674
WTOU,42.236389,-85.576944,AM Station,,10/01/2028,02/20/2001,LICENSED,KALAMAZOO,MI,,1660,Y,"MIDWEST COMMUNICATIONS, INC.",904 GRAND AVE,,WAUSAU,54403,WI,0,Urban Contemporary,42.236431,-85.576948
KAPR,31.368889,-109.529167,AM Station,,10/01/2021,,LICENSED,DOUGLAS,AZ,,930,Y,"SONORA BROADCASTING, LLC",P.O. BOX 1179,,DOUGLAS,85608,AZ,(520)364-3484,Spanish Hits,31.368991,-109.529789
WJDM,,,AM Station,,06/01/2030,01/17/2020,LICENSED,MINEOLA,NY,,1520,Y,"CANTICO NUEVO MINISTRY, INC.",650 MARSHALL STREET,,ELIZABETH,7206,NJ,7187955645,Spanish Christian,40.685102,-73.609573
WJDM,,,AM Station,,06/01/2030,01/17/2020,LICENSED,MINEOLA,NY,,1520,Y,"CANTICO NUEVO MINISTRY, INC.",650 MARSHALL STREET,,ELIZABETH,7206,NJ,7187955645,Spanish Christian,40.685102,-73.609573
WHUB,36.163333,-85.524722,AM Station,,08/01/2028,,LICENSED,COOKEVILLE,TN,,1400,Y,"COOKEVILLE COMMUNICATIONS, LLC",PO BOX 1628,,CAPE GIRARDEAU,63702,MO,5736510707,Talk,36.163394,-85.524698
WLKS,,,AM Station,,08/01/2020,,LICENSED,WEST LIBERTY,KY,,1450,N,"MORGAN COUNTY INDUSTRIES, INC.",129 COLLEGE ST,,WEST LIBERTY,41472,KY,,Country,38.037862,-83.338235
WOYK,39.933611,-76.816944,AM Station,,08/01/2030,,LICENSED AND REDUCED POWER,YORK,PA,,1350,Y,"YORK PROFESSIONAL BASEBALL CLUB, LLC",SANTANDER STADIUM,5 BROOKS ROBINSON WAY,YORK,17401,PA,7178014487,Sports,39.933709,-76.816637
WSIR,28.013889,-81.750556,AM Station,,02/01/2028,01/28/2022,LICENSED,WINTER HAVEN,FL,,1490,Y,Walco Enterprises LLC,906 West Sam Allen Rd.,,Plant City,33565,FL,8134770020,Gospel Music,28.014189,-81.750358
KKSA,31.487222,-100.449167,AM Station,,08/01/2029,,LICENSED,SAN ANGELO,TX,,1260,Y,"FOSTER COMMUNICATIONS COMPANY, INC.",P.O. BOX 2191,,SAN ANGELO,76902,TX,,News/Talk,31.487383,-100.449538
WVAX,38.048333,-78.47,AM Station,,10/01/2027,05/17/2006,LICENSED,CHARLOTTESVILLE,VA,,1450,Y,"TIDEWATER COMMUNICATIONS, LLC",73 KERCHEVAL AVENUE,,GROSSE POINTE FARMS,48236,MI,3138867070,Sports,38.048555,-78.469762
KJNT,43.474444,-110.768611,AM Station,,10/01/2021,10/19/2020,LICENSED,JACKSON,WY,,1490,Y,Ted Austin,PO Box 17,2464 Radio Road,ST. ANTHONY,83445,ID,2087092694,Unknown Format,43.474373,-110.769373
KYWL,45.770833,-111.223889,AM Station,,04/01/2029,02/19/2021,LICENSED,BOZEMAN,MT,,1490,Y,"DESERT MOUNTAIN BROADCASTING LICENSES, LLC",2075 CENTRAL AVENUE,,BILLINGS,59102,MT,4062487777,Sports,45.681597,-111.039113
KKMP,15.157778,-145.718056,AM Station,,02/01/2030,12/23/2011,LICENSED,GARAPAN-SAIPAN,MP,,1440,Y,BLUE CONTINENT COMMUNICATIONS INC,,,Saipan,96950,MP,6702875567,Caribbean,15.157778,145.718056
KDCC,37.787222,-100.031944,AM Station,,06/01/2029,,LICENSED,DODGE CITY,KS,,1550,Y,DODGE CITY COMMUNITY COLLEGE,2500 NORTH 14TH AVENUE,,DODGE CITY,67801,KS,,Sports,37.787242,-100.032357
WTOY,37.2725,-80.081111,AM Station,,10/01/2019,10/02/2019,LICENSED,SALEM,VA,,1480,Y,WARD BROADCASTING CORPORATION,"2206 MELROSE AVENUE, NW",,ROANOKE,24017,VA,,Urban Contemporary,37.272635,-80.080873
WDUZ,44.493333,-87.986944,AM Station,,12/01/2028,,LICENSED,GREEN BAY,WI,,1400,Y,CUMULUS LICENSING LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700,Sports,44.358882,-87.985378
KAAM,33.032778,-96.575278,AM Station,,08/01/2029,,LICENSED,GARLAND,TX,,770,Y,"DJRD BROADCASTING, LLC","ATTN: D CRAWFORD, JR.",3201 ROYALTY ROW,IRVING,75062,TX,(000)000-0000,Religious,33.032898,-96.575547
KOAN,61.1925,-149.900278,AM Station,,02/01/2030,,LICENSED,ANCHORAGE,AK,,1080,Y,Iglesia Pentecostal Vispera del Fin,"10612 15th AVE., SW",,Seattle,98146,WA,2066583135,Spanish,61.119446,-149.897475
KGOW,29.326944,-95.55,AM Station,,08/01/2029,10/11/2019,LICENSED,BELLAIRE,TX,,1560,Y,"GOW MEDIA, LLC",SUITE 415,5353 WEST ALABAMA,HOUSTON,77056,TX,7134795300,Asian,29.327186,-95.550222
WEKG,37.578056,-83.405278,AM Station,,08/01/2028,04/05/2022,LICENSED,JACKSON,KY,,810,Y,"INTERMOUNTAIN BROADCASTING CO., INC.",1501 HARGIS LANE,,JACKSON,41339,KY,(606)666-7531,Country,37.578146,-83.405181
WHJD,31.854167,-82.566667,AM Station,,04/01/2028,,LICENSED,HAZLEHURST,GA,,920,Y,"BROADCAST SOUTH, LLC",1931 GEORGIA HWY 32 EAST,,DOUGLAS,31533,GA,9123890995,Classic Hits,31.854355,-82.566524
WQTM,34.323056,-79.001944,AM Station,,12/01/2027,09/15/2019,LICENSED,FAIR BLUFF,NC,,1480,Y,Baldwin,718 PINEFIELD WAY,,BALTIMORE,21040,MD,4436556615,Sports,34.323223,-79.001696
KRAL,41.781944,-107.261111,AM Station,,10/01/2029,12/07/2019,LICENSED,RAWLINS,WY,,1240,Y,"MT. RUSHMORE BROADCASTING, INC.",218 N WOLCOTT ST,,CASPER,82601,WY,,Hot AC,41.781903,-107.261719
WHNZ,28.020556,-82.609444,AM Station,,02/01/2028,05/02/2002,LICENSED,TAMPA,FL,,1250,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581,Spanish News,28.020852,-82.609264
KBIB,29.569167,-98.163056,AM Station,,08/01/2029,,LICENSED,MARION,TX,,1000,Y,HISPANIC COMMUNITY COLLEGE,290 NORTH SANTA CLARA ROAD,,MARION,78124,TX,,Spanish Christian,29.569396,-98.163343
WUSP,43.113333,-75.256944,AM Station,,06/01/2030,06/21/2018,LICENSED,UTICA,NY,,1550,Y,"PHOENIX RADIO, INC.",6860 COLLEGE HILL RD,,CLINTON,13323,NY,3157972417,Urban Contemporary,43.113403,-75.256554
KZHN,33.7225,-95.547222,AM Station,,08/01/2029,06/25/1998,LICENSED,PARIS,TX,,1250,Y,LARRY RYAN D/B/A EIFEL TOWER BROADCASTING,402 MUNSON STREET,,ROCKWALL,75087,TX,(214)215-1664,Classic Country,33.722605,-95.547457
WJBO,30.463056,-91.269444,AM Station,,06/01/2028,,LICENSED,BATON ROUGE,LA,,1150,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581,News/Talk,30.463247,-91.269553
WXIC,39.130556,-83.012778,AM Station,,10/01/2028,,LICENSED,WAVERLY,OH,,660,Y,CRYSTAL COMMUNICATIONS CORP.,P.O. BOX 227,,WAVERLY,45690,OH,,Gospel Music,39.130624,-83.012679
KFCS,38.719722,-104.721111,AM Station,,04/01/2029,,LICENSED,COLORADO SPRINGS,CO,,1580,Y,GREELEY BROADCASTING CORP.,1102 5TH STREET,SUITE A,GREELEY,80631,CO,9703561452,Regional Mexican,38.719718,-104.721639
WXIT,36.216389,-81.701667,AM Station,,12/01/2027,07/25/2001,LICENSED,BLOWING ROCK,NC,,1200,Y,"HIGH COUNTRY ADVENTURES, LLC","C/O BROOKS, PIERCE, ET. AL.",PO BOX 1800,RALEIGH,27602,NC,9198390300,Top-40,36.216517,-81.701497
WAOC,29.850278,-81.330278,AM Station,,02/01/2028,,LICENSED,ST. AUGUSTINE,FL,,1420,Y,"Good Tidings Trust, Inc.",2500 Russell Road,,Green Cove Springs,32043,FL,9042841111,Religious,29.850525,-81.330073
WYWY,36.841111,-83.872778,AM Station,,08/01/2028,08/01/2020,LICENSED AND SILENT,BARBOURVILLE,KY,,950,Y,CHOICE RADIO CORPORATION,8718 W. PAULING ROAD,,MONEE,60449,IL,(708)560-3873,Gospel Music,36.841198,-83.872702
KGAF,33.628611,-97.107222,AM Station,,08/01/2029,,LICENSED,GAINESVILLE,TX,,1580,Y,"FIRST IV MEDIA, INC.",PO BOX 996,,GAINESVILLE,76241,TX,,Adult Contemporary,33.628719,-97.107511
WNAT,31.559167,-91.391667,AM Station,,06/01/2028,09/16/1995,LICENSED,NATCHEZ,MS,,1450,Y,FIRST NATCHEZ RADIO GROUP INC,P.O. BOX 768,#2 O'FERRALL STREET,NATCHEZ,39121,MS,,Urban Contemporary,31.559333,-91.391782
WNEA,33.375278,-84.785556,AM Station,,04/01/2028,,LICENSED,NEWNAN,GA,,1300,Y,"WORD CHRISTIAN BROADCASTING, INC.",8451 SOUTH CHEROKEE BLVD.,SUITE B,DOUGLASVILLE,30134,GA,(202)637-6845,Religious,33.375395,-84.785491
KXTL,46.005833,-112.631667,AM Station,,04/01/2029,05/08/2020,LICENSED,BUTTE,MT,,1370,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900,News/Talk,46.005759,-112.632528
WPTF,35.793889,-78.761389,AM Station,,12/01/2027,,LICENSED,RALEIGH,NC,,680,Y,FIRST STATE COMMUNICATIONS,"3012 HIGHWOODS BLVD, #201",,RALEIGH,27604,NC,9197909392,News/Talk,35.79404,-78.761117
WDBL,36.495,-86.906111,AM Station,,08/01/2028,,LICENSED,SPRINGFIELD,TN,,1590,Y,EBEN-EZER BROADCASTING CORPORATION,ATTN: ELIU MALDONADO,50 Radio Station Road,SPRINGFIELD,37172,TN,6154740364,Spanish Christian,36.495046,-86.90611
WKWL,31.005556,-86.331389,AM Station,,04/01/2028,08/14/2000,LICENSED,FLORALA,AL,,1230,Y,"FLORALA BROADCASTING CO., INC.",P.O. BOX 158,SOUTH 6TH ST,FLORALA,36442,AL,,Classic Hits,31.005736,-86.331335
WRKB,35.487222,-80.605,AM Station,,12/01/2027,05/16/2001,LICENSED,KANNAPOLIS,NC,,1460,Y,"FORD BROADCASTING, INC.",P.O. BOX 8146,,KANNAPOLIS,28083,NC,,Gospel Music,35.487361,-80.604789
WPON,42.544167,-83.56,AM Station,,10/01/2028,08/30/2018,LICENSED,WALLED LAKE,MI,,1460,Y,BIRACH BROADCASTING CORPORATION,21700 NORTHWESTERN HWY STE 1190,TOWER 14,SOUTHFIELD,48075,MI,(248)557-3500,Oldies,42.5442,-83.559939
KMDO,37.783611,-94.7,AM Station,,06/01/2029,09/06/2006,LICENSED,FORT SCOTT,KS,,1600,Y,FORT SCOTT BROADCASTING COMPANY INC.,PO BOX 12,,FORT SCOTT,66701,KS,,Classic Country,37.783653,-94.70024
KXJK,34.981389,-90.8575,AM Station,,06/01/2028,,LICENSED,FORREST CITY,AR,,950,Y,"FORREST CITY BROADCASTING CO., INC.",P. O. BOX 707,,FORREST CITY,72336,AR,,Adult Contemporary,34.981482,-90.857614
WMSA,44.903056,-74.883889,AM Station,,06/01/2030,09/28/2001,LICENSED,MASSENA,NY,,1340,Y,"STEPHENS MEDIA GROUP MASSENA,  LLC",2448 E 81ST STREET,SUITE 5500,TULSA,74137,OK,9184922660,Oldies,44.903106,-74.883531
WDYZ,28.693056,-81.349167,AM Station,,02/01/2028,03/29/2000,LICENSED,ALTAMONTE SPRINGS,FL,,660,Y,"JVC MEDIA OF FLORIDA, LLC",2301 Lucien Way,Suite 180,Maitland,32751,FL,(631)648-2500,Sports,28.69333,-81.348957
WAWO,31.530556,-82.4625,AM Station,,04/01/2028,,LICENSED,ALMA,GA,,1400,Y,"BLUEBERRY BROADCASTING COMPANY, INC.",208 DOUGLAS STREET,,ALMA,31510,GA,(912)632-1000,Gospel Music,31.53076,-82.462356
KCBL,36.764167,-119.785556,AM Station,,12/01/2029,,LICENSED,FRESNO,CA,,1340,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581,Sports,36.764116,-119.786534
WLKR,41.279167,-82.656389,AM Station,,10/01/2028,05/01/2014,LICENSED,NORWALK,OH,,1510,Y,ELYRIA-LORAIN BROADCASTING COMPANY,538 BROAD STREET,POST OFFICE BOX 4006,ELYRIA,44036,OH,4403223761,Adult Album Alternative,41.280331,-82.657402
WBPB,,,AM Station,,12/01/2027,10/19/2004,LICENSED,PICKENS,SC,,1540,Y,"Berea Baptist Broadcasting, Spanish",4109 White Horse Road,,Greenville,29611,SC,8642695539,Unknown Format,34.860393,-82.72347
WDOV,39.200833,-75.565278,AM Station,,08/01/2030,,LICENSED,DOVER,DE,,1410,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581,News/Talk,39.200945,-75.564926
WTBQ,41.280833,-74.362778,AM Station,,06/01/2022,,LICENSED,WARWICK,NY,,1110,Y,FRANK R. TRUATT,46 OLD MIDDLETOWN ROAD,,ROCKAWAY,7866,NJ,,News/Talk,41.280927,-74.362376
KFRA,29.837222,-91.539444,AM Station,,06/01/2028,08/30/2004,LICENSED,FRANKLIN,LA,,1390,Y,"CASTAY MEDIA, INC.",1509 CHESTNUT DRIVE,,MORGAN CITY,70380,LA,(985)312-2754,Urban Contemporary,29.837428,-91.539557
KOMY,36.961944,-121.980833,AM Station,,12/01/2029,,LICENSED,LA SELVA BEACH,CA,,1340,Y,"ZWERLING BROADCASTING SYSTEM, LTD",2300 PORTOLA DRIVE,,SANTA CRUZ,95062,CA,,News/Talk,36.961895,-121.981905
KEAR,37.849444,-122.295556,AM Station,,12/01/2029,,LICENSED,SAN FRANCISCO,CA,,610,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,7122465151,Religious,37.849371,-122.296637
KGFW,40.668056,-99.081111,AM Station,,06/01/2029,,LICENSED,KEARNEY,NE,,1340,Y,"NRG LICENSE SUB, LLC",2875 MT VERNON RD SE,,CEDAR RAPIDS,52403,IA,(319)862-0300,News/Talk,40.668069,-99.081477
KXPN,40.693056,-99.167222,AM Station,,06/01/2029,,LICENSED,KEARNEY,NE,,1460,Y,"Flood Communications Tri-Cities, L.L.C.",214 N 7th Street,Suite 1,Norfolk,68701,NE,4023710100,Sports,40.693068,-99.167036
WJNZ,30.536944,-87.705,AM Station,,04/01/2028,08/03/2013,LICENSED,ROBERTSDALE,AL,,1000,Y,"TRI CITY RADIO, LLC",P.O. BOX 1369,,PASCAGOULA,39568,MS,2287625683,News/Talk,30.537138,-87.704988
KGAK,35.542778,-108.736389,AM Station,,10/01/2029,,LICENSED,GALLUP,NM,,1330,Y,"KRJG, INC.",1515 W MAIN ST,,FARMINGTON,87401,NM,,Native American,35.5428,-108.737029
KBPS,45.527222,-122.650833,AM Station,,02/01/2030,,LICENSED,PORTLAND,OR,,1450,Y,"SCHOOL DISTRICT #1, MULTNOMAH COUNTY, OR",546 NE 12TH AVE.,,PORTLAND,97232,OR,(503)916-5828,Grade School (K-12),45.527062,-122.65204
WMIK,36.627222,-83.714444,AM Station,,08/01/2028,,LICENSED,MIDDLESBORO,KY,,560,Y,"GATEWAY BROADCASTING, INC.",P. O. BOX 608,,MIDDLESBORO,40965,KY,,Religious,36.594248,-83.794918
WDOG,33.223611,-81.359722,AM Station,,12/01/2027,,LICENSED,BARNWELL,SC,,1460,N,GOOD RADIO BROADCASTING CORP.,PO BOX 442,,ALLENDALE,29810,SC,,Country,33.022934,-81.332607
WYZE,33.723611,-84.368889,AM Station,,04/01/2028,10/14/2019,LICENSED,ATLANTA,GA,,1480,Y,"NEW GROUND BROADCASTING, LLC",P.O. Box 130,,Morrow,30260,GA,4047027624,Gospel Music,33.723718,-84.368815
WLOK,35.116944,-90.016389,AM Station,,08/01/2028,,LICENSED,MEMPHIS,TN,,1340,Y,"WLOK RADIO, INC.",363 S 2ND ST,,MEMPHIS,38103,TN,,Gospel Music,35.117034,-90.01648
WAYR,30.0725,-81.79,AM Station,,02/01/2028,,LICENSED,FLEMING ISLAND,FL,,550,Y,"GOOD TIDINGS TRUST, INC.",2500 RUSSELL RD,,GREEN COVE SPRINGS,32043,FL,,Christian Contemporary,31.194397,-81.49149
KROX,47.788889,-96.594444,AM Station,,04/01/2021,,LICENSED,CROOKSTON,MN,,1260,Y,GOPHER COMMUNICATIONS COMPANY,P.O. BOX 620,,CROOKSTION,56716,MN,,Alternative,30.322417,-97.801111
WDBZ,39.114167,-84.492222,AM Station,,10/01/2028,08/15/2001,LICENSED,CINCINNATI,OH,,1230,Y,"BLUE CHIP BROADCASTING LICENSES, LTD",1010 WAYNE AVENUE,14TH FLOOR,SILVER SPRING,20910,MD,3014294634,Talk,39.114227,-84.492164
KDKA,40.559167,-79.953056,AM Station,,08/01/2030,,LICENSED,PITTSBURGH,PA,,1020,Y,"Audacy License, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,6106605610,Sports,40.44118,-80.025332
WPSN,41.553611,-75.255,AM Station,,08/01/2030,,LICENSED,HONESDALE,PA,,1590,Y,"BOLD GOLD MEDIA GROUP, L.P.",C/O VINCE BENEDETTO,575 GROVE STREET,HONESDALE,18431,PA,5702531616,News/Talk,41.5537,-75.25462
WEVR,44.888611,-92.650556,AM Station,,12/01/2028,,LICENSED,RIVER FALLS,WI,,1550,Y,HANTEN BROADCASTING CO. INC.,178 RADIO ROAD,,RIVER FALLS,54022,WI,,Adult Contemporary,44.888583,-92.65075
WKXO,37.586667,-84.301111,AM Station,,08/01/2028,,LICENSED,BEREA,KY,,1500,Y,"WALLINGFORD COMMUNICATIONS, LLC",120 BIG HILL AVE.,,RICHMOND,40475,KY,(000)000-0000,News/Talk,37.58675,-84.301044
WONN,28.039722,-81.960833,AM Station,,02/01/2028,,LICENSED,LAKELAND,FL,,1230,Y,"HALL COMMUNICATIONS, INC.",404 WEST LIME STREET,,LAKELAND,33815,FL,(863)682-8184,Nostalgia,28.040021,-81.960637
WCSM,40.537222,-84.588333,AM Station,,10/01/2028,05/15/2019,LICENSED,CELINA,OH,,1350,Y,"Buzzards Media, LLC",603 W Vine St,,Coldwater,45828,OH,4198522896,Adult Contemporary,40.552825,-84.517176
WENC,34.308333,-78.716667,AM Station,,12/01/2027,,LICENSED,WHITEVILLE,NC,,1220,Y,"GODWIN COMMUNICATIONS, LLC",108 RADIO STATION  ROAD,,WHITEVILLE,28472,NC,9106422133,Gospel Music,34.308502,-78.716406
WERL,45.975556,-89.245556,AM Station,,12/01/2028,,LICENSED,EAGLE RIVER,WI,,950,Y,"HEARTLAND COMM. LICENSE, LLC",909 NORTH RAILROAD STREET,P.O. BOX 309,EAGLE RIVER,54521,WI,(715)459-4451,Talk,45.975509,-89.24569
WFFF,31.262222,-89.844722,AM Station,,06/01/2028,,LICENSED,COLUMBIA,MS,,1360,Y,"HADDOX ENTERPRISES, INC.",PO BOX 550,,COLUMBIA,39429,MS,,Classic Hits,31.262399,-89.844802
WJEJ,39.666667,-77.725,AM Station,,10/01/2027,,LICENSED,HAGERSTOWN,MD,,1240,Y,HAGERSTOWN BROADCASTING COMPANY,1135 HAVEN ROAD,,HAGERSTOWN,21740,MD,,Nostalgia,39.666763,-77.724716
WKCM,37.905556,-86.758056,AM Station,,08/01/2028,01/31/1998,LICENSED,HAWESVILLE,KY,,1160,Y,"HANCOCK COMMUNICATIONS, INC.",PO BOX 150846,,NASHVILLE,37215,TN,,Classic Country,37.905611,-86.758044
WSBS,42.214722,-73.345278,AM Station,,04/01/2030,,LICENSED,GREAT BARRINGTON,MA,,860,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900,Adult Contemporary,42.214811,-73.344833
KCKM,31.645833,-103.001111,AM Station,,08/01/2029,08/11/2007,LICENSED,MONAHANS,TX,,1330,Y,"KICKIN' COUNTRY BROADCASTING, LLC",,,Roswell,88202,NM,4329432588,Classic Country,31.645964,-103.001546
WTTM,39.8875,-75.001389,AM Station,,06/01/2022,04/06/2001,LICENSED,LINDENWOLD,NJ,,1680,Y,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC",27 WILLIAM STREET,11TH FLOOR,NEW YORK,10005,NY,2124314300,Spanish,39.88778,-75.001113
WEKY,37.716667,-84.306944,AM Station,,08/01/2028,01/21/2020,LICENSED,RICHMOND,KY,,1340,Y,"WALLINGFORD COMMUNICATIONS, LLC",120 BIG HILL AVE.,,RICHMOND,40475,KY,(000)000-0000,Classic Hits,37.716747,-84.306876
WXTN,33.110833,-90.039167,AM Station,,06/01/2020,,LICENSED,BENTON,MS,,1000,Y,"HOLMES COUNTY BROADCASTING  COMPANY, LLC",100 RADIO ROAD,,LEXINGTON,39095,MS,7732161137,Gospel Music,33.110961,-90.039252
WKCB,37.329167,-83.004722,AM Station,,08/01/2028,10/11/2010,LICENSED AND SILENT,HINDMAN,KY,,1340,Y,HINDMAN BROADCASTING CORPORATION,P.O. BOX 864,,HINDMAN,41822,KY,,Classic Hits,37.332321,-82.947663
KOHU,45.865833,-119.3125,AM Station,,02/01/2030,,LICENSED,HERMISTON,OR,,1360,Y,"WESTEND RADIO, LLC",P.O. BOX 145,,HERMISTON,97838,OR,,Classic Country,45.865688,-119.313628
WHBB,32.433889,-87.011111,AM Station,,04/01/2028,,LICENSED,SELMA,AL,,1490,Y,"BROADSOUTH COMMUNICATIONS, INC.",505 LAUDERDALE STREET,PO BOX 1055,SELMA,36706,AL,,Talk,32.434025,-87.011101
WIRJ,35.814444,-88.914167,AM Station,,08/01/2028,,LICENSED,HUMBOLDT,TN,,740,Y,John Warmath,821 Gildersleeve,,Santa Fe,87505,NM,4083684192,News/Talk,35.814513,-88.914229
KLIZ,46.331944,-94.173889,AM Station,,04/01/2029,,LICENSED,BRAINERD,MN,,1380,Y,"HBI RADIO BRAINERD/WADENA, LLC","3415 UNIVERSITY AVENUE, WEST",,ST. PAUL,55114,MN,6516424334,Classic Rock,46.332188,-94.174161
KSST,33.116667,-95.584722,AM Station,,08/01/2029,,LICENSED,SULPHUR SPRINGS,TX,,1230,Y,"RACY PROPERTIES, LLC",717 E. SHANNON ROAD,,SULPHUR SPRINGS,75482,TX,(903)243-0585,Oldies,33.116782,-95.584955
WSTU,27.214722,-80.256667,AM Station,,02/01/2028,,LICENSED,STUART,FL,,1450,Y,"TREASURE COAST BROADCASTERS, INC.",4100 METZGER ROAD,,FORT PIERCE,34947,FL,(772)340-1590,News/Talk,27.215047,-80.256437
WBGC,30.771944,-85.558611,AM Station,,02/01/2028,09/19/2011,LICENSED,CHIPLEY,FL,,1240,Y,"ARTHUR J COLLIER, III, EXECUTOR",5800 HARDWICK DRIVE,,GLEN ALLEN,23059,VA,(000)000-0000,Variety,30.772136,-85.558541
WHOP,36.881667,-87.512222,AM Station,,08/01/2028,,LICENSED,HOPKINSVILLE,KY,,1230,Y,"HOP BROADCASTING, INC.",P.O. BOX 1450,,CORBIN,40702,KY,,Adult Contemporary,36.928101,-87.547229
WVOX,40.9275,-73.775,AM Station,,06/01/2022,,LICENSED,NEW ROCHELLE,NY,,1460,Y,"HUDSON-WESTCHESTER RADIO, INC.",ONE BROADCAST FORUM,,NEW ROCHELLE,10801,NY,,News/Talk,40.927599,-73.774577
WELZ,33.173333,-90.480833,AM Station,,06/01/2028,,LICENSED,BELZONI,MS,,1460,Y,"ZOO-BEL BROADCASTING, LLC",8 SOUTHWOOD BLVD.,,CLINTON,39056,MS,,Blues,33.173458,-90.480923
KGFF,35.352778,-96.8775,AM Station,,06/01/2029,,LICENSED,SHAWNEE,OK,,1450,Y,CITIZEN POTAWATOMI NATION,1601 S. GORDON COOPER DRIVE,,SHAWNEE,74801,OK,,Classic Hits,35.352849,-96.8778
WTLK,35.931667,-81.171389,AM Station,,12/01/2027,,LICENSED,TAYLORSVILLE,NC,,1570,Y,"APPLE CITY BROADCASTING, INC.",133 E MAIN AVE,,TAYLORSVILLE,28681,NC,,Gospel Music,35.931854,-81.171305
KSAL,38.884167,-97.517222,AM Station,,06/01/2029,,LICENSED,SALINA,KS,,1150,Y,"MERIDIAN MEDIA, LLC",1707 THOMAS CIRCLE,,MANHATTAN,66502,KS,7855391700,Classic Hits,38.87667,-97.721148
